dataset,score
common_gen,0.08425137997782846
anli,0.631578947368421
bool_q,0.47368421052631576
python_code,0.0003298556782780969
cosmos_qa,0.3157894736842105
squad,0.07817036943852515
eng_spa,0.002973517259810264
paws,0.47368421052631576
